"molecule"	"famille"
"décitabine"	"cytotoxiques"
"deferasirox"	"Interactions en propre seulement"
"défériprone"	"Interactions en propre seulement"
"déféroxamine"	"Interactions en propre seulement"
"défibrotide"	"Interactions en propre seulement"
"délamanid"	"Interactions en propre seulement"
"demeclocycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"déméclocycline"	"cyclines"
"dénosumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"desflurane"	"anesthésiques volatils halogénés"
"desipramine"	""
"desmopressine"	"hyponatrémiants"
"desogestrel"	"progestatifs contraceptifs"
"desoxycortone"	"corticoïdes"
"desoxycortone"	"minéralocorticoïdes"
"dexamethasone"	"corticoïdes"
"dexamethasone"	"corticoïdes métabolisés, notamment inhalés"
"dexamethasone"	"glucocorticoïdes (sauf hydrocortisone)"
"dexamethasone"	"hypokaliémiants"
"dexamethasone"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"dexchlorpheniramine"	"médicaments atropiniques"
"dexchlorpheniramine"	"médicaments sédatifs"
"dexketoprofene trometamol"	"anti-inflammatoires non stéroïdiens"
"dexketoprofene trometamol"	"hyperkaliémiants"
"dexmédétomidine"	"médicaments sédatifs"
"dexrazoxane"	"cytotoxiques"
"dextran"	""
"dextromethorphane"	"antitussifs morphine-like"
"dextromethorphane"	"morphiniques"
"dextromethorphane"	"médicaments sédatifs"
"di(acefylline) diphenhydramine"	"médicaments atropiniques"
"di(acefylline) diphenhydramine"	"médicaments sédatifs"
"diazepam"	"benzodiazépines et apparentés"
"diazepam"	"médicaments sédatifs"
"dicitrate trimagnesien"	"citrates"
"diclofenac"	"anti-inflammatoires non stéroïdiens"
"diclofenac"	"hyperkaliémiants"
"didanosine"	"Interactions en propre seulement"
"dienogest"	"estroprogestatifs contraceptifs"
"dienogest"	"progestatifs contraceptifs"
"diethylstilbestrol"	"estrogènes non contraceptifs"
"digoxine"	"bradycardisants"
"digoxine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"dihydralazine"	"antihypertenseurs sauf alpha-bloquants"
"dihydralazine"	"médicaments abaissant la pression artérielle"
"dihydrocodeine"	"analgésiques morphiniques agonistes"
"dihydrocodeine"	"analgésiques morphiniques de palier II"
"dihydrocodeine"	"morphiniques"
"dihydrocodeine"	"médicaments sédatifs"
"dihydroergotamine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"dihydroergotamine"	"substrats à risque du CYP3A4"
"diltiazem"	"antagonistes des canaux calciques"
"diltiazem"	"antiarythmiques"
"diltiazem"	"antihypertenseurs sauf alpha-bloquants"
"diltiazem"	"bradycardisants"
"diltiazem"	"médicaments abaissant la pression artérielle"
"dimenhydrinate"	"médicaments atropiniques"
"dimenhydrinate"	"médicaments sédatifs"
"diméthyle ( fumarate de)"	"Interactions en propre seulement"
"dinitrate d'isosorbide"	"dérivés nitrés et apparentés"
"dinitrate d'isosorbide"	"médicaments à l'origine d'une hypotension orthostatique"
"diosmectite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"diphenhydramine"	"médicaments atropiniques"
"diphenhydramine"	"médicaments sédatifs"
"diprophylline"	"Interactions en propre seulement"
"dipyridamole"	"Interactions en propre seulement"
"disopyramide"	"antiarythmiques"
"disopyramide"	"antiarythmiques classe Ia"
"disopyramide"	"bradycardisants"
"disopyramide"	"médicaments atropiniques"
"disopyramide"	"substances susceptibles de donner des torsades de pointes"
"disopyramide"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"disulfirame"	"antabuse (réaction)"
"docetaxel"	"cytotoxiques"
"docetaxel"	"substrats à risque du CYP3A4"
"dolutégravir"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"domperidone"	"substances susceptibles de donner des torsades de pointes"
"domperidone"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"donepezil"	"anticholinestérasiques"
"donepezil"	"bradycardisants"
"dopamine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"dosulepine"	"antidépresseurs imipraminiques"
"dosulepine"	"médicaments abaissant le seuil épileptogène"
"dosulepine"	"médicaments atropiniques"
"dosulepine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxazosine"	"alphabloquants à visée urologique"
"doxazosine"	"antihypertenseurs alpha-bloquants"
"doxazosine"	"médicaments abaissant la pression artérielle"
"doxazosine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxepine"	"antidépresseurs imipraminiques"
"doxepine"	"médicaments abaissant le seuil épileptogène"
"doxepine"	"médicaments atropiniques"
"doxepine"	"médicaments sédatifs"
"doxepine"	"médicaments à l'origine d'une hypotension orthostatique"
"doxorubicine"	"cytotoxiques"
"doxycycline"	"cyclines"
"doxycycline"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"doxylamine"	"hypnotiques"
"doxylamine"	"médicaments atropiniques"
"doxylamine"	"médicaments sédatifs"
"dronedarone"	"antiarythmiques"
"dronedarone"	"bradycardisants"
"dronedarone"	"substances susceptibles de donner des torsades de pointes"
"dronedarone"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"droperidol"	"médicaments abaissant le seuil épileptogène"
"droperidol"	"médicaments sédatifs"
"droperidol"	"médicaments à l'origine d'une hypotension orthostatique"
"droperidol"	"neuroleptiques"
"droperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"droperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"droperidol"	"substances susceptibles de donner des torsades de pointes"
"drospirenone"	"hyperkaliémiants"
"drospirenone"	"progestatifs contraceptifs"
"duloxetine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"duloxetine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"durvalumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"dutasteride"	"inhibiteurs de la 5-alpha reductase"
"dydrogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"econazole"	"Interactions en propre seulement"
"efavirenz"	"inducteurs enzymatiques"
"elbasvir"	"grazoprevir + elbasvir"
"eletriptan"	"triptans"
"eletriptan"	"triptans non métabolisés par la MAO"
"éliglustat"	"Interactions en propre seulement"
"eltrombopag"	"Interactions en propre seulement"
"elvitégravir"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"enalapril"	"antihypertenseurs sauf alpha-bloquants"
"enalapril"	"hyperkaliémiants"
"enalapril"	"inhibiteurs de l'enzyme de conversion"
"enalapril"	"médicaments abaissant la pression artérielle"
"enalapril"	"médicaments, bradykinine et angio-œdème"
"enoxacine"	"fluoroquinolones"
"enoxacine"	"médicaments abaissant le seuil épileptogène"
"enoxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"enoxaparine"	"hyperkaliémiants"
"enoxaparine"	"héparines"
"enoxaparine"	"héparines (doses curatives et/ou sujet âgé)"
"enoxaparine"	"héparines (doses préventives)"
"entacapone"	"antiparkinsoniens dopaminergiques"
"entacapone"	"dopaminergiques"
"entacapone"	"inhibiteurs de la catéchol-O-méthyltransférase (COMT)"
"entacapone"	"médicaments à l'origine d'une hypotension orthostatique"
"enzalutamide"	"inducteurs enzymatiques"
"ephedrine"	"sympathomimétiques indirects"
"epirubicine"	"cytotoxiques"
"eplerenone"	"antihypertenseurs sauf alpha-bloquants"
"eplerenone"	"diurétiques"
"eplerenone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"eplerenone"	"hyperkaliémiants"
"eplerenone"	"hyponatrémiants"
"eplerenone"	"médicaments abaissant la pression artérielle"
"epoprostenol"	"antiagrégants plaquettaires"
"eprosartan"	"antagonistes des récepteurs de l'angiotensine II"
"eprosartan"	"antihypertenseurs sauf alpha-bloquants"
"eprosartan"	"hyperkaliémiants"
"eprosartan"	"médicaments abaissant la pression artérielle"
"eprosartan"	"médicaments, bradykinine et angio-œdème"
"eptifibatide"	"antiagrégants plaquettaires"
"ergocalciferol"	"vitamine D"
"ergotamine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"ergotamine"	"substrats à risque du CYP3A4"
"éribuline"	"antiagrégants plaquettaires"
"éribuline"	"cytotoxiques"
"erlotinib"	"inhibiteurs des tyrosine kinases métabolisés"
"erlotinib"	"substrats à risque du CYP3A4"
"ertapenem"	"pénems"
"erythromycine"	"inhibiteurs puissants du CYP3A4"
"erythromycine"	"macrolides (sauf spiramycine)"
"erythromycine"	"substances susceptibles de donner des torsades de pointes"
"erythromycine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"escitalopram"	"hyponatrémiants"
"escitalopram"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"escitalopram"	"médicaments abaissant le seuil épileptogène"
"escitalopram"	"médicaments à l'origine d'un syndrome sérotoninergique"
"escitalopram"	"substances susceptibles de donner des torsades de pointes"
"escitalopram"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"esclicarbazépine"	"inducteurs enzymatiques"
"esmolol"	"bradycardisants"
"esomeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"estazolam"	"benzodiazépines et apparentés"
"estazolam"	"hypnotiques"
"estazolam"	"médicaments sédatifs"
"estradiol"	"estrogènes non contraceptifs"
"estradiol"	"estroprogestatifs contraceptifs"
"estramustine"	"cytotoxiques"
"estramustine"	"médicaments, bradykinine et angio-œdème"
"estriol"	"estrogènes non contraceptifs"
"estrogènes conjugués"	"estrogènes non contraceptifs"
"estrone"	"estrogènes non contraceptifs"
"etanercept"	"anti-TNF alpha"
"ethambutol"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"ethinylestradiol"	"estroprogestatifs contraceptifs"
"ethosuximide"	"anticonvulsivants métabolisés"
"ethylmorphine"	"antitussifs morphiniques vrais"
"ethylmorphine"	"morphiniques"
"ethylmorphine"	"médicaments sédatifs"
"etifoxine"	"médicaments sédatifs"
"etilefrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"etodolac"	"anti-inflammatoires non stéroïdiens"
"etodolac"	"hyperkaliémiants"
"etonogestrel"	"progestatifs contraceptifs"
"etoposide"	"cytotoxiques"
"etravirine"	"Interactions en propre seulement"
"eucalyptus"	"médicaments abaissant le seuil épileptogène"
"eugenol"	"médicaments abaissant le seuil épileptogène"
"everolimus"	"immunosuppresseurs"
"everolimus"	"substrats à risque du CYP3A4"
"évérolimus"	"médicaments, bradykinine et angio-œdème"
"exemestane"	"Interactions en propre seulement"
"ezetimibe"	"Interactions en propre seulement"
"famotidine"	"antisécrétoires antihistaminiques H2"
"famotidine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"fampridines"	"bradycardisants"
"fampridines"	"médicaments abaissant le seuil épileptogène"
"febuxostat"	"inhibiteurs de la xanthine oxydase"
"felbamate"	"anticonvulsivants métabolisés"
"felodipine"	"antagonistes des canaux calciques"
"felodipine"	"antihypertenseurs sauf alpha-bloquants"
"felodipine"	"dihydropyridines"
"felodipine"	"médicaments abaissant la pression artérielle"
"fenofibrate"	"fibrates"
"fenoprofene"	"anti-inflammatoires non stéroïdiens"
"fenoprofene"	"hyperkaliémiants"
"fenspiride"	"médicaments sédatifs"
"fentanyl"	"analgésiques morphiniques agonistes"
"fentanyl"	"analgésiques morphiniques de palier III"
"fentanyl"	"morphiniques"
"fentanyl"	"médicaments sédatifs"
"fer"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"fesoterodine"	"antispasmodiques urinaires"
"fesoterodine"	"médicaments atropiniques"
"fexofenadine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"fidaxomicine"	"Interactions en propre seulement"
"finasteride"	"inhibiteurs de la 5-alpha reductase"
"fingolimod"	"bradycardisants"
"flavoxate"	"médicaments atropiniques"
"flecainide"	"antiarythmiques"
"fluconazole"	""
"flucytosine"	"Interactions en propre seulement"
"fludarabine"	"cytotoxiques"
"fludrocortisone"	"corticoïdes"
"fludrocortisone"	"hypokaliémiants"
"fludrocortisone"	"minéralocorticoïdes"
"fluindione"	"anticoagulants oraux"
"fluindione"	"antivitamines K"
"flunarizine"	"médicaments atropiniques"
"flunarizine"	"médicaments sédatifs"
"flunitrazepam"	"benzodiazépines et apparentés"
"fluor"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"fluorouracile"	"cytotoxiques"
"fluorouracile"	"fluorouracile (et, par extrapolation, autres fluoropyrimidines)"
"fluoxetine"	"hyponatrémiants"
"fluoxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluoxetine"	"médicaments abaissant le seuil épileptogène"
"fluoxetine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"flupentixol"	"médicaments atropiniques"
"flupentixol"	"médicaments sédatifs"
"flupentixol"	"médicaments à l'origine d'une hypotension orthostatique"
"flupentixol"	"neuroleptiques"
"flupentixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"flupentixol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"flupentixol"	"substances susceptibles de donner des torsades de pointes"
"fluphenazine"	"médicaments abaissant le seuil épileptogène"
"fluphenazine"	"médicaments atropiniques"
"fluphenazine"	"médicaments sédatifs"
"fluphenazine"	"médicaments à l'origine d'une hypotension orthostatique"
"fluphenazine"	"neuroleptiques"
"fluphenazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"fluphenazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"fluphenazine"	"substances susceptibles de donner des torsades de pointes"
"fluphenazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"flurazepam"	"benzodiazépines et apparentés"
"flurazepam"	"médicaments sédatifs"
"flurbiprofene"	"anti-inflammatoires non stéroïdiens"
"flurbiprofene"	"hyperkaliémiants"
"flutamide"	"médicaments méthémoglobinisants"
"fluticasone"	"corticoïdes métabolisés, notamment inhalés"
"fluvastatine"	"inhibiteurs de l'HMG-CoA réductase (statines)"
"fluvoxamine"	"hyponatrémiants"
"fluvoxamine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluvoxamine"	"médicaments abaissant le seuil épileptogène"
"fluvoxamine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"fondaparinux"	"hyperkaliémiants"
"fondaparinux"	"héparines"
"fondaparinux"	"héparines (doses curatives et/ou sujet âgé)"
"fondaparinux"	"héparines (doses préventives)"
"fosamprenavir"	"inhibiteurs de protéases boostés par ritonavir"
"foscarnet"	"médicaments néphrotoxiques"
"fosinopril"	"antihypertenseurs sauf alpha-bloquants"
"fosinopril"	"hyperkaliémiants"
"fosinopril"	"inhibiteurs de l'enzyme de conversion"
"fosinopril"	"médicaments abaissant la pression artérielle"
"fosinopril"	"médicaments, bradykinine et angio-œdème"
"fosphenytoine"	"anticonvulsivants inducteurs enzymatiques"
"fosphenytoine"	"anticonvulsivants métabolisés"
"fosphenytoine"	"inducteurs enzymatiques"
"fosphenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"fotemustine"	"cytotoxiques"
"frovatriptan"	"triptans"
"frovatriptan"	"triptans non métabolisés par la MAO"
"furosemide"	"antihypertenseurs sauf alpha-bloquants"
"furosemide"	"diurétiques"
"furosemide"	"diurétiques de l'anse"
"furosemide"	"diurétiques hypokaliémiants"
"furosemide"	"hypokaliémiants"
"furosemide"	"hyponatrémiants"
"furosemide"	"médicaments abaissant la pression artérielle"
"furosemide"	"médicaments ototoxiques"
"gabapentine"	"médicaments sédatifs"
"galantamine"	"anticholinestérasiques"
"galantamine"	"bradycardisants"
"ganciclovir"	"médicaments néphrotoxiques"
"gefitinib"	"inhibiteurs des tyrosine kinases métabolisés"
"gefitinib"	"substrats à risque du CYP3A4"
"gel d'hydroxyde d'aluminium et de carbonate de magnesium codesseches"	"aluminium (sels)"
"gel d'hydroxyde d'aluminium et de carbonate de magnesium codesseches"	"topiques gastro-intestinaux, antiacides et adsorbants"
"gemcitabine"	"cytotoxiques"
"gemfibrozil"	"fibrates"
"gentamicine"	"aminosides"
"gentamicine"	"médicaments néphrotoxiques"
"gentamicine"	"médicaments ototoxiques"
"giméracil"	"cytotoxiques"
"giméracil"	"fluorouracile (et, par extrapolation, autres fluoropyrimidines)"
"ginkgo"	"Interactions en propre seulement"
"Glécaprévir"	"Glécaprévir + pibrentasvir"
"glibenclamide"	"antabuse (réaction)"
"glibenclamide"	"sulfamides hypoglycémiants"
"gliclazide"	"sulfamides hypoglycémiants"
"glimepiride"	"sulfamides hypoglycémiants"
"glipizide"	"antabuse (réaction)"
"glipizide"	"sulfamides hypoglycémiants"
"glucosamine"	"Interactions en propre seulement"
"glycerol"	"Interactions en propre seulement"
"glycopyrronium"	"médicaments atropiniques"
"golimumab"	"anti-TNF alpha"
"grazoprevir"	"grazoprevir + elbasvir"
"griseofulvine"	"antabuse (réaction)"
"guanethidine"	"Interactions en propre seulement"
"guanfacine"	"antihypertenseurs centraux"
"guanfacine"	"médicaments abaissant la pression artérielle"
"halofantrine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"halofantrine"	"substances susceptibles de donner des torsades de pointes"
"halofantrine"	"substrats à risque du CYP3A4"
"haloperidol"	"médicaments abaissant le seuil épileptogène"
"haloperidol"	"médicaments sédatifs"
"haloperidol"	"médicaments à l'origine d'une hypotension orthostatique"
"haloperidol"	"neuroleptiques"
"haloperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"haloperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"haloperidol"	"substances susceptibles de donner des torsades de pointes"
"halothane"	"anesthésiques volatils halogénés"
"heparine calcique"	"hyperkaliémiants"
"heparine calcique"	"héparines"
"heparine calcique"	"héparines (doses curatives et/ou sujet âgé)"
"heparine calcique"	"héparines (doses préventives)"
"heparine sodique"	"hyperkaliémiants"
"heparine sodique"	"héparines"
"heparine sodique"	"héparines (doses curatives et/ou sujet âgé)"
"heparine sodique"	"héparines (doses préventives)"
"homatropine"	"médicaments atropiniques"
"hydrochlorothiazide"	"antihypertenseurs sauf alpha-bloquants"
"hydrochlorothiazide"	"diurétiques"
"hydrochlorothiazide"	"diurétiques hypokaliémiants"
"hydrochlorothiazide"	"diurétiques thiazidiques et apparentés"
"hydrochlorothiazide"	"hypokaliémiants"
"hydrochlorothiazide"	"hyponatrémiants"
"hydrochlorothiazide"	"médicaments abaissant la pression artérielle"
"hydrocortisone"	"corticoïdes"
"hydrocortisone"	"hypokaliémiants"
"hydromorphone"	"analgésiques morphiniques agonistes"
"hydromorphone"	"analgésiques morphiniques de palier III"
"hydromorphone"	"morphiniques"
"hydromorphone"	"médicaments sédatifs"
"hydroquinidine"	"antiarythmiques"
"hydroquinidine"	"antiarythmiques classe Ia"
"hydroquinidine"	"bradycardisants"
"hydroquinidine"	"substances susceptibles de donner des torsades de pointes"
"hydroquinidine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"hydrotalcite"	"aluminium (sels)"
"hydrotalcite"	"topiques gastro-intestinaux, antiacides et adsorbants"
"hydroxycarbamide"	"cytotoxiques"
"hydroxychloroquine"	"substances susceptibles de donner des torsades de pointes"
"hydroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"hydroxyzine"	"médicaments atropiniques"
"hydroxyzine"	"médicaments sédatifs"
"hydroxyzine"	"substances susceptibles de donner des torsades de pointes"
"hydroxyzine"	"torsadogènes (sauf arsénieux, antiparasitaires, neuroleptiques, méthadone...)"
"ibritumomab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"ibrutinib"	"inhibiteurs des tyrosine kinases métabolisés"
"ibrutinib"	"substrats à risque du CYP3A4"
"ibuprofene"	"anti-inflammatoires non stéroïdiens"
"ibuprofene"	"hyperkaliémiants"
"idarubicine"	"cytotoxiques"
"idélalisib"	"Interactions en propre seulement"
"ifosfamide"	"cytotoxiques"
"ifosfamide"	"médicaments néphrotoxiques"
"iloprost"	"antiagrégants plaquettaires"
"iloprost trometamol"	"antiagrégants plaquettaires"
"imatinib"	"inhibiteurs des tyrosine kinases métabolisés"
"imatinib"	"substrats à risque du CYP3A4"
"imipenem"	"pénems"
"imipramine"	"antidépresseurs imipraminiques"
"imipramine"	"médicaments abaissant le seuil épileptogène"
"imipramine"	"médicaments atropiniques"
"imipramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"imipramine"	"médicaments à l'origine d'un syndrome sérotoninergique"
"imipramine"	"médicaments à l'origine d'une hypotension orthostatique"
"immunoglobuline de lapin anti-lymphocyte t humain"	"globulines antilymphocytaires"
"immunoglobulines equines antilymphocyte humain"	"globulines antilymphocytaires"
"indacatérol"	"bêta-2 mimétiques"
"indapamide"	"antihypertenseurs sauf alpha-bloquants"
"indapamide"	"diurétiques"
"indapamide"	"diurétiques hypokaliémiants"
"indapamide"	"diurétiques thiazidiques et apparentés"
"indapamide"	"hypokaliémiants"
"indapamide"	"hyponatrémiants"
"indapamide"	"médicaments abaissant la pression artérielle"
"indometacine"	"anti-inflammatoires non stéroïdiens"
"indometacine"	"hyperkaliémiants"
"infliximab"	"anti-TNF alpha"
"inotuzumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"insuline"	"Interactions en propre seulement"
"insuline asparte"	"insuline"
"insuline asparte isophane biphasique"	"insuline"
"insuline dégludec"	"insuline"
"insuline glargine"	"insuline"
"insuline humaine biosynthetique"	"insuline"
"insuline humaine biosynthetique zinc"	"insuline"
"insuline humaine hemisynthetique d'origine porcine"	"insuline"
"insuline humaine hemisynthetique isophane"	"insuline"
"insuline humaine hemisynthetique isophane biphasique"	"insuline"
"insuline humaine recombinante"	"insuline"
"insuline humaine recombinante isophane"	"insuline"
"insuline humaine recombinante isophane biphasique"	"insuline"
"insuline humaine recombinante zinc"	"insuline"
"insuline humaine recombinante zinc cristalline"	"insuline"
"insuline lispro"	"insuline"
"insuline porcine"	"insuline"
"interferon alfa"	"Interactions en propre seulement"
"iobitridol"	"médicaments néphrotoxiques"
"iobitridol"	"produits de contraste iodés"
"iodixanol"	"médicaments néphrotoxiques"
"iodixanol"	"produits de contraste iodés"
"iohexol"	"médicaments néphrotoxiques"
"iohexol"	"produits de contraste iodés"
"iomeprol"	"médicaments néphrotoxiques"
"iomeprol"	"produits de contraste iodés"
"iopamidol"	"médicaments néphrotoxiques"
"iopamidol"	"produits de contraste iodés"
"iopromide"	"médicaments néphrotoxiques"
"iopromide"	"produits de contraste iodés"
"ioversol"	"médicaments néphrotoxiques"
"ioversol"	"produits de contraste iodés"
"ipilimumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"ipratropium"	"médicaments atropiniques"
"iproniazide"	"IMAO irréversibles"
"iproniazide"	"médicaments à l'origine d'un syndrome sérotoninergique"
"irbesartan"	"antagonistes des récepteurs de l'angiotensine II"
"irbesartan"	"antihypertenseurs sauf alpha-bloquants"
"irbesartan"	"hyperkaliémiants"
"irbesartan"	"médicaments abaissant la pression artérielle"
"irbesartan"	"médicaments, bradykinine et angio-œdème"
"irinotecan"	"cytotoxiques"
"irinotecan"	"substrats à risque du CYP3A4"
"isavuconazole"	"Interactions en propre seulement"
"isepamicine"	"aminosides"
"isepamicine"	"médicaments néphrotoxiques"
"isepamicine"	"médicaments ototoxiques"
"isoflurane"	"anesthésiques volatils halogénés"
"isoniazide"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"isoprenaline"	"Interactions en propre seulement"
"isosorbide"	"dérivés nitrés et apparentés"
"isosorbide"	"médicaments à l'origine d'une hypotension orthostatique"
"isothipendyl"	"médicaments atropiniques"
"isothipendyl"	"médicaments sédatifs"
"isotretinoine"	"rétinoïdes"
"isradipine"	"antagonistes des canaux calciques"
"isradipine"	"antihypertenseurs sauf alpha-bloquants"
"isradipine"	"dihydropyridines"
"isradipine"	"médicaments abaissant la pression artérielle"
"itraconazole"	"inhibiteurs puissants du CYP3A4"
"ivabradine"	"bradycardisants"
"ivacaftor"	"Interactions en propre seulement"
"ixékizumab"	"anticorps monoclonaux (hors anti-TNF alpha)"
"josamycine"	"macrolides (sauf spiramycine)"
"kaolin lourd"	"topiques gastro-intestinaux, antiacides et adsorbants"
"ketamine"	"Interactions en propre seulement"
"ketoconazole"	"antabuse (réaction)"
"ketoconazole"	"inhibiteurs puissants du CYP3A4"
"ketoprofene"	"anti-inflammatoires non stéroïdiens"
"ketoprofene"	"hyperkaliémiants"
"ketotifene"	"médicaments sédatifs"
"labetalol"	"antihypertenseurs sauf alpha-bloquants"
"labetalol"	"bradycardisants"
"labetalol"	"bêta-bloquants (sauf esmolol et sotalol)"
"labetalol"	"bêta-bloquants (sauf esmolol)"
"labetalol"	"bêta-bloquants non cardio-sélectifs"
"labetalol"	"médicaments abaissant la pression artérielle"
"lacidipine"	"antagonistes des canaux calciques"
"lacidipine"	"antihypertenseurs sauf alpha-bloquants"
"lacidipine"	"dihydropyridines"
"lacidipine"	"médicaments abaissant la pression artérielle"
"lamivudine"	"Interactions en propre seulement"
"lamotrigine"	"anticonvulsivants métabolisés"
"lanreotide"	"analogues de la somatostatine"
"lansoprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"lansoprazole"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"lanthane"	"topiques gastro-intestinaux, antiacides et adsorbants"
"lapatinib"	"inhibiteurs des tyrosine kinases métabolisés"
"lapatinib"	"substrats à risque du CYP3A4"
"lédipasvir"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"lenalidomide"	"Interactions en propre seulement"
"lercanidipine"	"antagonistes des canaux calciques"
"lercanidipine"	"antihypertenseurs sauf alpha-bloquants"
"lercanidipine"	"dihydropyridines"
"lercanidipine"	"médicaments abaissant la pression artérielle"
"létermovir"	"inducteurs enzymatiques"
"levobunolol"	"antihypertenseurs sauf alpha-bloquants"
"levobunolol"	"bradycardisants"
"levobunolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"levobunolol"	"bêta-bloquants (sauf esmolol)"
"levobunolol"	"médicaments abaissant la pression artérielle"
"levocarnitine"	"Interactions en propre seulement"
"levodopa"	"médicaments à l'origine d'une hypotension orthostatique"
"levofloxacine"	"fluoroquinolones"
"levofloxacine"	"médicaments abaissant le seuil épileptogène"
"levofloxacine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"levomenthol"	"médicaments abaissant le seuil épileptogène"
"levomepromazine"	"médicaments abaissant le seuil épileptogène"
"levomepromazine"	"médicaments atropiniques"
"levomepromazine"	"médicaments sédatifs"
"levomepromazine"	"médicaments à l'origine d'une hypotension orthostatique"
"levomepromazine"	"neuroleptiques"
"levomepromazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"levomepromazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"levomepromazine"	"substances susceptibles de donner des torsades de pointes"
"levomepromazine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"levonorgestrel"	"progestatifs contraceptifs"
"lévosimendan"	"médicaments à l'origine d'une hypotension orthostatique"
"levothyroxine"	"hormones thyroïdiennes"
"levothyroxine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"lidocaine"	"antiarythmiques"
"linagliptine"	"gliptines"
"linagliptine"	"médicaments, bradykinine et angio-œdème"
"lincomycine"	"lincosanides"
"lincomycine"	"substances à absorption réduite par les topiques gastro-intestinaux, antiacides et adsorbants"
"linezolide"	"IMAO-A réversibles, y compris oxazolidinones et bleu de méthylène"
"linezolide"	"médicaments à l'origine d'un syndrome sérotoninergique"
"liothyronine sodique"	"hormones thyroïdiennes"
