"molecule"	"famille"
"dinitrate d'isosorbide"	"dérivés nitrés et apparentés"
"diosmectite"	"topiques gastro-intestinaux, antiacides et charbon"
"diphemanil"	"autres médicaments susceptibles de donner des torsades de pointes"
"diphemanil"	"médicaments susceptibles de donner des torsades de pointes"
"diphemanil"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"diphenhydramine"	"médicaments atropiniques"
"diphenhydramine"	"médicaments sédatifs"
"diprophylline"	"Interactions en propre seulement"
"dipyridamole"	"Interactions en propre seulement"
"dirithromycine"	"macrolides (sauf spiramycine)"
"disopyramide"	"antiarythmiques"
"disopyramide"	"antiarythmiques classe I (sauf lidocaïne)"
"disopyramide"	"antiarythmiques classe Ia"
"disopyramide"	"bradycardisants"
"disopyramide"	"médicaments atropiniques"
"disopyramide"	"médicaments susceptibles de donner des torsades de pointes"
"disulfirame"	"antabuse (réaction)"
"docetaxel"	"cytotoxiques"
"dofetilide"	"antiarythmiques"
"dofetilide"	"autres médicaments susceptibles de donner des torsades de pointes"
"dofetilide"	"médicaments susceptibles de donner des torsades de pointes"
"dofetilide"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"donepezil"	"anticholinestérasiques"
"donepezil"	"bradycardisants"
"dopamine"	"sympathomimétiques alpha et bêta (voie IM et IV)"
"dosulepine"	"antidépresseurs imipraminiques"
"dosulepine"	"médicaments abaissant la pression artérielle"
"dosulepine"	"médicaments abaissant le seuil épileptogène"
"dosulepine"	"médicaments atropiniques"
"doxazosine"	"médicaments abaissant la pression artérielle"
"doxepine"	"antidépresseurs imipraminiques"
"doxepine"	"médicaments abaissant la pression artérielle"
"doxepine"	"médicaments abaissant le seuil épileptogène"
"doxepine"	"médicaments atropiniques"
"doxepine"	"médicaments sédatifs"
"doxorubicine"	"cytotoxiques"
"doxycycline"	"cyclines"
"doxylamine"	"hypnotiques"
"doxylamine"	"médicaments atropiniques"
"doxylamine"	"médicaments sédatifs"
"droperidol"	"médicaments abaissant la pression artérielle"
"droperidol"	"médicaments abaissant le seuil épileptogène"
"droperidol"	"médicaments sédatifs"
"droperidol"	"médicaments susceptibles de donner des torsades de pointes"
"droperidol"	"neuroleptiques"
"droperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"droperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"duloxetine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"dydrogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"ebastine"	"Interactions en propre seulement"
"econazole"	"Interactions en propre seulement"
"efavirenz"	"inducteurs enzymatiques"
"eletriptan"	"triptans"
"eletriptan"	"triptans non métabolisés par la MAO"
"enalapril"	"antihypertenseurs"
"enalapril"	"antihypertenseurs sauf alpha-bloquants"
"enalapril"	"hyperkaliémiants"
"enalapril"	"inhibiteurs de l'enzyme de conversion"
"enalapril"	"médicaments abaissant la pression artérielle"
"enflurane"	"anesthésiques volatils halogénés"
"enoxacine"	"fluoroquinolones"
"enoxaparine"	"héparines"
"enoxaparine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"enoxaparine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"enoxaparine"	"hyperkaliémiants"
"entacapone"	"antiparkinsoniens dopaminergiques"
"entacapone"	"dopaminergiques"
"ephedrine"	"sympathomimétiques indirects"
"epirubicine"	"cytotoxiques"
"eplerenone"	"antihypertenseurs"
"eplerenone"	"antihypertenseurs sauf alpha-bloquants"
"eplerenone"	"diurétiques"
"eplerenone"	"diurétiques épargneurs de potassium (seuls ou associés)"
"eplerenone"	"hyperkaliémiants"
"eplerenone"	"hyponatrémiants"
"eplerenone"	"médicaments abaissant la pression artérielle"
"epoprostenol"	"antiagrégants plaquettaires"
"eprosartan"	"antagonistes des récepteurs de l'angiotensine II"
"eprosartan"	"antihypertenseurs"
"eprosartan"	"antihypertenseurs sauf alpha-bloquants"
"eprosartan"	"hyperkaliémiants"
"eprosartan"	"médicaments abaissant la pression artérielle"
"eptifibatide"	"antiagrégants plaquettaires"
"ergocalciferol"	"vitamine D"
"ergotamine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"ergotamine"	"substrats à risque du CYP3A4"
"erlotinib"	"inhibiteurs des tyrosine kinases"
"erlotinib"	"substrats à risque du CYP3A4"
"erythromycine"	"autres médicaments susceptibles de donner des torsades de pointes"
"erythromycine"	"inhibiteurs puissants du CYP3A4"
"erythromycine"	"macrolides (sauf spiramycine)"
"erythromycine"	"médicaments susceptibles de donner des torsades de pointes"
"erythromycine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"escitalopram"	"hyponatrémiants"
"escitalopram"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"escitalopram"	"médicaments abaissant le seuil épileptogène"
"esmolol"	"bradycardisants"
"esomeprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"estazolam"	"benzodiazépines et apparentés"
"estazolam"	"hypnotiques"
"estazolam"	"médicaments sédatifs"
"estradiol"	"estrogènes non contraceptifs"
"estramustine"	"cytotoxiques"
"estriol"	"estrogènes non contraceptifs"
"estrogenes sulfoconjugues equins"	"estrogènes non contraceptifs"
"estrone"	"estrogènes non contraceptifs"
"etanercept"	"Interactions en propre seulement"
"ethambutol"	"Interactions en propre seulement"
"ethinylestradiol"	"estroprogestatifs contraceptifs"
"ethosuximide"	"anticonvulsivants métabolisés"
"ethylmorphine"	"antitussifs morphiniques vrais"
"ethylmorphine"	"médicaments sédatifs"
"ethylmorphine"	"morphiniques"
"etifoxine"	"médicaments sédatifs"
"etilefrine"	"sympathomimétiques alpha (voies orale et/ou nasale)"
"etodolac"	"anti-inflammatoires non stéroïdiens"
"etodolac"	"hyperkaliémiants"
"etonogestrel"	"progestatifs contraceptifs"
"etoposide"	"cytotoxiques"
"etretinate"	"rétinoïdes"
"everolimus"	"immunosuppresseurs"
"everolimus"	"substrats à risque du CYP3A4"
"exemestane"	"Interactions en propre seulement"
"ezetimibe"	"Interactions en propre seulement"
"famotidine"	"antisécrétoires antihistaminiques H2"
"felbamate"	"anticonvulsivants métabolisés"
"felodipine"	"antagonistes des canaux calciques"
"felodipine"	"antihypertenseurs"
"felodipine"	"antihypertenseurs sauf alpha-bloquants"
"felodipine"	"dihydropyridines"
"felodipine"	"médicaments abaissant la pression artérielle"
"fenbufene"	"anti-inflammatoires non stéroïdiens"
"fenbufene"	"hyperkaliémiants"
"fenofibrate"	"fibrates"
"fenofibrate"	"fibrates (sauf gemfibrozil)"
"fenoprofene"	"anti-inflammatoires non stéroïdiens"
"fenoprofene"	"hyperkaliémiants"
"fentanyl"	"analgésiques morphiniques agonistes"
"fentanyl"	"analgésiques morphiniques de palier III"
"fentanyl"	"médicaments sédatifs"
"fentanyl"	"morphiniques"
"fer"	"Interactions en propre seulement"
"fexofenadine"	"Interactions en propre seulement"
"flavoxate"	"médicaments atropiniques"
"flecainide"	"antiarythmiques"
"flecainide"	"antiarythmiques classe I (sauf lidocaïne)"
"fleroxacine"	"fluoroquinolones"
"floctafenine"	"Interactions en propre seulement"
"fluanisone"	"médicaments abaissant la pression artérielle"
"fluanisone"	"médicaments sédatifs"
"fluanisone"	"neuroleptiques"
"fluconazole"	"antifongiques azolés"
"flucytosine"	"Interactions en propre seulement"
"fludarabine"	"cytotoxiques"
"fludiazepam"	"benzodiazépines et apparentés"
"fludiazepam"	"médicaments sédatifs"
"fludrocortisone"	"hypokaliémiants"
"fludrocortisone"	"minéralocorticoïdes"
"fluindione"	"anticoagulants oraux"
"flunarizine"	"médicaments atropiniques"
"flunarizine"	"médicaments sédatifs"
"flunitrazepam"	"benzodiazépines et apparentés"
"flunitrazepam"	"hypnotiques"
"flunitrazepam"	"médicaments sédatifs"
"fluor"	"Interactions en propre seulement"
"fluorouracile"	"cytotoxiques"
"fluorouracile"	"fluorouracile (et, par extrapolation, tegafur et capécitabine)"
"fluoxetine"	"hyponatrémiants"
"fluoxetine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluoxetine"	"médicaments abaissant le seuil épileptogène"
"flupentixol"	"médicaments abaissant la pression artérielle"
"flupentixol"	"médicaments sédatifs"
"flupentixol"	"neuroleptiques"
"flupentixol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"fluphenazine"	"médicaments abaissant la pression artérielle"
"fluphenazine"	"médicaments abaissant le seuil épileptogène"
"fluphenazine"	"médicaments atropiniques"
"fluphenazine"	"médicaments sédatifs"
"fluphenazine"	"médicaments susceptibles de donner des torsades de pointes"
"fluphenazine"	"neuroleptiques"
"fluphenazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"fluphenazine"	"neuroleptiques phénothiaziniques"
"fluphenazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"flurazepam"	"benzodiazépines et apparentés"
"flurazepam"	"médicaments sédatifs"
"flurbiprofene"	"anti-inflammatoires non stéroïdiens"
"flurbiprofene"	"hyperkaliémiants"
"flutamide"	"Interactions en propre seulement"
"fluticasone"	"corticoïdes inhalés"
"fluvastatine"	"Interactions en propre seulement"
"fluvoxamine"	"hyponatrémiants"
"fluvoxamine"	"inhibiteurs sélectifs de la recapture de la sérotonine"
"fluvoxamine"	"médicaments abaissant le seuil épileptogène"
"fondaparinux"	"héparines"
"fondaparinux"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"fondaparinux"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"fondaparinux"	"hyperkaliémiants"
"fosamprenavir"	"amprénavir (et, par extrapolation, fosamprénavir)"
"fosamprenavir"	"inhibiteurs de protéase"
"fosamprenavir"	"inhibiteurs de protéase (sauf ritonavir)"
"foscarnet"	"médicaments néphrotoxiques"
"fosinopril"	"antihypertenseurs"
"fosinopril"	"antihypertenseurs sauf alpha-bloquants"
"fosinopril"	"hyperkaliémiants"
"fosinopril"	"inhibiteurs de l'enzyme de conversion"
"fosinopril"	"médicaments abaissant la pression artérielle"
"fosphenytoine"	"anticonvulsivants inducteurs enzymatiques"
"fosphenytoine"	"anticonvulsivants métabolisés"
"fosphenytoine"	"inducteurs enzymatiques"
"fosphenytoine"	"phénytoïne (et, par extrapolation, fosphénytoïne)"
"fotemustine"	"cytotoxiques"
"frovatriptan"	"triptans"
"frovatriptan"	"triptans non métabolisés par la MAO"
"furazolidone"	"antabuse (réaction)"
"furosemide"	"antihypertenseurs"
"furosemide"	"antihypertenseurs sauf alpha-bloquants"
"furosemide"	"diurétiques"
"furosemide"	"diurétiques de l'anse"
"furosemide"	"diurétiques hypokaliémiants"
"furosemide"	"hypokaliémiants"
"furosemide"	"hyponatrémiants"
"furosemide"	"médicaments abaissant la pression artérielle"
"galantamine"	"anticholinestérasiques"
"galantamine"	"bradycardisants"
"ganciclovir"	"médicaments néphrotoxiques"
"gefitinib"	"inhibiteurs des tyrosine kinases"
"gefitinib"	"substrats à risque du CYP3A4"
"gel d'hydroxyde d'aluminium et de carbonate de magne"	"topiques gastro-intestinaux, antiacides et charbon"
"gemcitabine"	"cytotoxiques"
"gemfibrozil"	"fibrates"
"gentamicine"	"aminosides"
"gentamicine"	"médicaments néphrotoxiques"
"glibenclamide"	"antabuse (réaction)"
"glibenclamide"	"sulfamides hypoglycémiants"
"glibornuride"	"sulfamides hypoglycémiants"
"gliclazide"	"sulfamides hypoglycémiants"
"glimepiride"	"sulfamides hypoglycémiants"
"glipizide"	"antabuse (réaction)"
"glipizide"	"sulfamides hypoglycémiants"
"griseofulvine"	"antabuse (réaction)"
"guanethidine"	"Interactions en propre seulement"
"guanfacine"	"antihypertenseurs"
"guanfacine"	"antihypertenseurs centraux"
"guanfacine"	"antihypertenseurs sauf alpha-bloquants"
"guanfacine"	"bradycardisants"
"guanfacine"	"médicaments abaissant la pression artérielle"
"guanfacine"	"médicaments sédatifs"
"halazepam"	"benzodiazépines et apparentés"
"halazepam"	"médicaments sédatifs"
"halofantrine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"halofantrine"	"médicaments susceptibles de donner des torsades de pointes"
"halofantrine"	"substrats à risque du CYP3A4"
"haloperidol"	"médicaments abaissant la pression artérielle"
"haloperidol"	"médicaments abaissant le seuil épileptogène"
"haloperidol"	"médicaments sédatifs"
"haloperidol"	"médicaments susceptibles de donner des torsades de pointes"
"haloperidol"	"neuroleptiques"
"haloperidol"	"neuroleptiques antipsychotiques (sauf clozapine)"
"haloperidol"	"neuroleptiques susceptibles de donner des torsades de pointes"
"halothane"	"anesthésiques volatils halogénés"
"haloxazolam"	"benzodiazépines et apparentés"
"haloxazolam"	"médicaments sédatifs"
"heparine calcique"	"héparines"
"heparine calcique"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine calcique"	"héparines non fractionnées (doses préventives)"
"heparine calcique"	"hyperkaliémiants"
"heparine sodique"	"héparines"
"heparine sodique"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine sodique"	"héparines non fractionnées (doses préventives)"
"heparine sodique"	"hyperkaliémiants"
"heparine sodique/iodure de sodium"	"héparines"
"heparine sodique/iodure de sodium"	"héparines non fractionnées (doses curatives et/ou sujet âgé)"
"heparine sodique/iodure de sodium"	"héparines non fractionnées (doses préventives)"
"heparine sodique/iodure de sodium"	"hyperkaliémiants"
"hexylresorcinol"	"spermicides"
"histapyrrodine"	"médicaments atropiniques"
"histapyrrodine"	"médicaments sédatifs"
"homatropine"	"médicaments atropiniques"
"hydrochlorothiazide"	"antihypertenseurs"
"hydrochlorothiazide"	"antihypertenseurs sauf alpha-bloquants"
"hydrochlorothiazide"	"diurétiques"
"hydrochlorothiazide"	"diurétiques hypokaliémiants"
"hydrochlorothiazide"	"diurétiques thiazidiques et apparentés"
"hydrochlorothiazide"	"hypokaliémiants"
"hydrochlorothiazide"	"hyponatrémiants"
"hydrochlorothiazide"	"médicaments abaissant la pression artérielle"
"hydrocortisone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"hydrocortisone"	"hypokaliémiants"
"hydromorphone"	"analgésiques morphiniques agonistes"
"hydromorphone"	"analgésiques morphiniques de palier III"
"hydromorphone"	"médicaments sédatifs"
"hydromorphone"	"morphiniques"
"hydroquinidine"	"antiarythmiques"
"hydroquinidine"	"antiarythmiques classe I (sauf lidocaïne)"
"hydroquinidine"	"antiarythmiques classe Ia"
"hydroquinidine"	"autres médicaments susceptibles de donner des torsades de pointes"
"hydroquinidine"	"bradycardisants"
"hydroquinidine"	"médicaments susceptibles de donner des torsades de pointes"
"hydroquinidine"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"hydrotalcite"	"topiques gastro-intestinaux, antiacides et charbon"
"hydroxycarbamide"	"cytotoxiques"
"hydroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"hydroxyzine"	"médicaments atropiniques"
"hydroxyzine"	"médicaments sédatifs"
"ibuprofene"	"anti-inflammatoires non stéroïdiens"
"ibuprofene"	"hyperkaliémiants"
"ibutilide"	"antiarythmiques"
"ibutilide"	"autres médicaments susceptibles de donner des torsades de pointes"
"ibutilide"	"médicaments susceptibles de donner des torsades de pointes"
"ibutilide"	"torsadogènes (sauf antiparasitaires, neuroleptiques, méthadone)"
"idarubicine"	"cytotoxiques"
"ifosfamide"	"cytotoxiques"
"ifosfamide"	"médicaments néphrotoxiques"
"iloprost"	"antiagrégants plaquettaires"
"iloprost trometamol"	"antiagrégants plaquettaires"
"imatinib"	"inhibiteurs des tyrosine kinases"
"imatinib"	"substrats à risque du CYP3A4"
"imidapril"	"antihypertenseurs"
"imidapril"	"antihypertenseurs sauf alpha-bloquants"
"imidapril"	"hyperkaliémiants"
"imidapril"	"inhibiteurs de l'enzyme de conversion"
"imidapril"	"médicaments abaissant la pression artérielle"
"imipenem"	"Interactions en propre seulement"
"imipramine"	"antidépresseurs imipraminiques"
"imipramine"	"médicaments abaissant la pression artérielle"
"imipramine"	"médicaments abaissant le seuil épileptogène"
"imipramine"	"médicaments atropiniques"
"imipramine"	"médicaments mixtes adrénergiques-sérotoninergiques"
"immunoglobuline de lapin anti-lymphocyte t humain"	"globulines antilymphocytaires"
"immunoglobulines equines antilymphocyte humain"	"globulines antilymphocytaires"
"indapamide"	"antihypertenseurs"
"indapamide"	"antihypertenseurs sauf alpha-bloquants"
"indapamide"	"diurétiques"
"indapamide"	"diurétiques hypokaliémiants"
"indapamide"	"diurétiques thiazidiques et apparentés"
"indapamide"	"hypokaliémiants"
"indapamide"	"hyponatrémiants"
"indapamide"	"médicaments abaissant la pression artérielle"
"indinavir"	"inhibiteurs de protéase"
"indinavir"	"inhibiteurs de protéase (sauf ritonavir)"
"indometacine"	"anti-inflammatoires non stéroïdiens"
"indometacine"	"hyperkaliémiants"
"indoramine"	"médicaments atropiniques"
"indoramine"	"médicaments sédatifs"
"insuline"	"insuline"
"insuline asparte"	"insuline"
"insuline asparte isophane biphasique"	"insuline"
"insuline glargine"	"insuline"
"insuline humaine biosynthetique"	"insuline"
"insuline humaine biosynthetique zinc"	"insuline"
"insuline humaine hemisynthetique d'origine porcine"	"insuline"
"insuline humaine hemisynthetique isophane"	"insuline"
"insuline humaine hemisynthetique isophane biphasiqu"	"insuline"
"insuline humaine recombinante"	"insuline"
"insuline humaine recombinante isophane"	"insuline"
"insuline humaine recombinante isophane biphasique"	"insuline"
"insuline humaine recombinante zinc"	"insuline"
"insuline humaine recombinante zinc cristalline"	"insuline"
"insuline lispro"	"insuline"
"insuline porcine"	"insuline"
"interferon alfa"	"Interactions en propre seulement"
"iobitridol"	"médicaments néphrotoxiques"
"iobitridol"	"produits de contraste iodés"
"iodixanol"	"médicaments néphrotoxiques"
"iodixanol"	"produits de contraste iodés"
"iohexol"	"médicaments néphrotoxiques"
"iohexol"	"produits de contraste iodés"
"iomeprol"	"médicaments néphrotoxiques"
"iomeprol"	"produits de contraste iodés"
"iopamidol"	"médicaments néphrotoxiques"
"iopamidol"	"produits de contraste iodés"
"iopentol"	"médicaments néphrotoxiques"
"iopentol"	"produits de contraste iodés"
"iopromide"	"médicaments néphrotoxiques"
"iopromide"	"produits de contraste iodés"
"ioversol"	"médicaments néphrotoxiques"
"ioversol"	"produits de contraste iodés"
"ipratropium"	"médicaments atropiniques"
"iproniazide"	"IMAO non sélectifs"
"irbesartan"	"antagonistes des récepteurs de l'angiotensine II"
"irbesartan"	"antihypertenseurs"
"irbesartan"	"antihypertenseurs sauf alpha-bloquants"
"irbesartan"	"hyperkaliémiants"
"irbesartan"	"médicaments abaissant la pression artérielle"
"irinotecan"	"cytotoxiques"
"isepamicine"	"aminosides"
"isepamicine"	"médicaments néphrotoxiques"
"isoflurane"	"anesthésiques volatils halogénés"
"isoniazide"	"Interactions en propre seulement"
"isoprenaline"	"Interactions en propre seulement"
"isosorbide"	"dérivés nitrés et apparentés"
"isothipendyl"	"médicaments atropiniques"
"isothipendyl"	"médicaments sédatifs"
"isotretinoine"	"rétinoïdes"
"isradipine"	"antagonistes des canaux calciques"
"isradipine"	"antihypertenseurs"
"isradipine"	"antihypertenseurs sauf alpha-bloquants"
"isradipine"	"dihydropyridines"
"isradipine"	"médicaments abaissant la pression artérielle"
"itraconazole"	"antifongiques azolés"
"itraconazole"	"inhibiteurs puissants du CYP3A4"
"ivabradine"	"bradycardisants"
"josamycine"	"macrolides (sauf spiramycine)"
"kanamycine"	"aminosides"
"kanamycine"	"médicaments néphrotoxiques"
"ketazolam"	"benzodiazépines et apparentés"
"ketazolam"	"médicaments sédatifs"
"ketoconazole"	"antabuse (réaction)"
"ketoconazole"	"antifongiques azolés"
"ketoconazole"	"inhibiteurs puissants du CYP3A4"
"ketoprofene"	"anti-inflammatoires non stéroïdiens"
"ketoprofene"	"hyperkaliémiants"
"ketotifene"	"médicaments sédatifs"
"labetalol"	"antihypertenseurs"
"labetalol"	"antihypertenseurs sauf alpha-bloquants"
"labetalol"	"bêta-bloquants (sauf esmolol et sotalol)"
"labetalol"	"bêta-bloquants (sauf esmolol)"
"labetalol"	"bradycardisants"
"labetalol"	"médicaments abaissant la pression artérielle"
"lacidipine"	"antagonistes des canaux calciques"
"lacidipine"	"antihypertenseurs"
"lacidipine"	"antihypertenseurs sauf alpha-bloquants"
"lacidipine"	"dihydropyridines"
"lacidipine"	"médicaments abaissant la pression artérielle"
"lamivudine"	"Interactions en propre seulement"
"lamotrigine"	"anticonvulsivants métabolisés"
"lanreotide"	"analogues de la somatostatine"
"lansoprazole"	"antisécrétoires inhibiteurs de la pompe à protons"
"lapatinib"	"inhibiteurs des tyrosine kinases"
"lapatinib"	"substrats à risque du CYP3A4"
"lepirudine"	"héparines"
"lepirudine"	"héparines de bas poids moléculaire et apparentés (doses curatives et/ou sujet âgé)"
"lepirudine"	"héparines de bas poids moléculaire et apparentés (doses préventives)"
"lepirudine"	"hyperkaliémiants"
"lercanidipine"	"antagonistes des canaux calciques"
"lercanidipine"	"antihypertenseurs"
"lercanidipine"	"antihypertenseurs sauf alpha-bloquants"
"lercanidipine"	"dihydropyridines"
"lercanidipine"	"médicaments abaissant la pression artérielle"
"levobunolol"	"antihypertenseurs"
"levobunolol"	"antihypertenseurs sauf alpha-bloquants"
"levobunolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"levobunolol"	"bêta-bloquants (sauf esmolol)"
"levobunolol"	"bradycardisants"
"levobunolol"	"médicaments abaissant la pression artérielle"
"levodopa"	"Interactions en propre seulement"
"levofloxacine"	"fluoroquinolones"
"levomepromazine"	"médicaments abaissant la pression artérielle"
"levomepromazine"	"médicaments abaissant le seuil épileptogène"
"levomepromazine"	"médicaments atropiniques"
"levomepromazine"	"médicaments sédatifs"
"levomepromazine"	"médicaments susceptibles de donner des torsades de pointes"
"levomepromazine"	"neuroleptiques"
"levomepromazine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"levomepromazine"	"neuroleptiques phénothiaziniques"
"levomepromazine"	"neuroleptiques susceptibles de donner des torsades de pointes"
"levonorgestrel"	"progestatifs contraceptifs"
"levothyroxine"	"hormones thyroïdiennes"
"lidocaine"	"antiarythmiques"
"lincomycine"	"lincosanides"
"linezolide"	"Interactions en propre seulement"
"linsidomine"	"dérivés nitrés et apparentés"
"liothyronine sodique"	"hormones thyroïdiennes"
"lisinopril"	"antihypertenseurs"
"lisinopril"	"antihypertenseurs sauf alpha-bloquants"
"lisinopril"	"hyperkaliémiants"
"lisinopril"	"inhibiteurs de l'enzyme de conversion"
"lisinopril"	"médicaments abaissant la pression artérielle"
"lisuride"	"alcaloïdes de l'ergot de seigle dopaminergiques"
"lisuride"	"antiparkinsoniens dopaminergiques"
"lisuride"	"dopaminergiques"
"lithium"	"Interactions en propre seulement"
"lomefloxacine"	"fluoroquinolones"
"lomustine"	"cytotoxiques"
"lopinavir"	"inhibiteurs de protéase"
"lopinavir"	"inhibiteurs de protéase (sauf ritonavir)"
"loprazolam"	"benzodiazépines et apparentés"
"loprazolam"	"hypnotiques"
"loprazolam"	"médicaments sédatifs"
"lorazepam"	"benzodiazépines et apparentés"
"lorazepam"	"médicaments sédatifs"
"lormetazepam"	"benzodiazépines et apparentés"
"lormetazepam"	"hypnotiques"
"lormetazepam"	"médicaments sédatifs"
"losartan"	"antagonistes des récepteurs de l'angiotensine II"
"losartan"	"antihypertenseurs"
"losartan"	"antihypertenseurs sauf alpha-bloquants"
"losartan"	"hyperkaliémiants"
"losartan"	"médicaments abaissant la pression artérielle"
"loxapine"	"médicaments abaissant la pression artérielle"
"loxapine"	"médicaments sédatifs"
"loxapine"	"neuroleptiques"
"loxapine"	"neuroleptiques antipsychotiques (sauf clozapine)"
"lumefantrine"	"antiparasitaires susceptibles de donner des torsades de pointes"
"lumefantrine"	"médicaments susceptibles de donner des torsades de pointes"
"lumefantrine"	"substrats à risque du CYP3A4"
"lymecycline"	"cyclines"
"lynestrenol"	"progestatifs contraceptifs"
"lynestrenol"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"magaldrate"	"topiques gastro-intestinaux, antiacides et charbon"
"magnesium (trisilicate de)"	"topiques gastro-intestinaux, antiacides et charbon"
"manidipine"	"antagonistes des canaux calciques"
"manidipine"	"antihypertenseurs"
"manidipine"	"antihypertenseurs sauf alpha-bloquants"
"manidipine"	"dihydropyridines"
"manidipine"	"médicaments abaissant la pression artérielle"
"maprotiline"	"antidépresseurs imipraminiques"
"maprotiline"	"médicaments abaissant la pression artérielle"
"maprotiline"	"médicaments abaissant le seuil épileptogène"
"maprotiline"	"médicaments atropiniques"
"medazepam"	"benzodiazépines et apparentés"
"medazepam"	"médicaments sédatifs"
"medrogestone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"medroxyprogesterone"	"progestatifs contraceptifs"
"medroxyprogesterone"	"progestatifs non contraceptifs, associés ou non à un estrogène"
"mefenidramium"	"médicaments atropiniques"
"mefenidramium"	"médicaments sédatifs"
"mefloquine"	"bradycardisants"
"mefloquine"	"médicaments abaissant le seuil épileptogène"
"meloxicam"	"anti-inflammatoires non stéroïdiens"
"meloxicam"	"hyperkaliémiants"
"melphalan"	"cytotoxiques"
"meprobamate"	"hypnotiques"
"meprobamate"	"médicaments sédatifs"
"mepyramine"	"médicaments atropiniques"
"mepyramine"	"médicaments sédatifs"
"merbromine"	"antiseptiques mercuriels"
"mercaptopurine"	"cytotoxiques"
"meropenem"	"Interactions en propre seulement"
"mesalazine"	"dérivés de l'acide aminosalicylique (ASA)"
"metformine"	"Interactions en propre seulement"
"methadone"	"médicaments sédatifs"
"methadone"	"médicaments susceptibles de donner des torsades de pointes"
"methadone"	"morphiniques"
"methadone"	"morphiniques en traitement de substitution"
"methenamine"	"Interactions en propre seulement"
"methotrexate"	"cytotoxiques"
"methotrexate"	"médicaments néphrotoxiques"
"methoxyflurane"	"anesthésiques volatils halogénés"
"methyclothiazide"	"antihypertenseurs"
"methyclothiazide"	"antihypertenseurs sauf alpha-bloquants"
"methyclothiazide"	"diurétiques"
"methyclothiazide"	"diurétiques hypokaliémiants"
"methyclothiazide"	"diurétiques thiazidiques et apparentés"
"methyclothiazide"	"hypokaliémiants"
"methyclothiazide"	"hyponatrémiants"
"methyclothiazide"	"médicaments abaissant la pression artérielle"
"methyldopa"	"antihypertenseurs"
"methyldopa"	"antihypertenseurs centraux"
"methyldopa"	"antihypertenseurs sauf alpha-bloquants"
"methyldopa"	"médicaments abaissant la pression artérielle"
"methyldopa"	"médicaments sédatifs"
"methylenecycline"	"cyclines"
"methylergometrine"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"methylergometrine"	"substrats à risque du CYP3A4"
"methylphenidate"	"sympathomimétiques indirects"
"methylphenobarbital"	"barbituriques"
"methylphenobarbital"	"médicaments sédatifs"
"methylprednisolone"	"glucocorticoïdes (sauf hydrocortisone en traitement substitutif)"
"methylprednisolone"	"hypokaliémiants"
"methysergide"	"alcaloïdes de l'ergot de seigle vasoconstricteurs"
"methysergide"	"substrats à risque du CYP3A4"
"metipranolol"	"antihypertenseurs"
"metipranolol"	"antihypertenseurs sauf alpha-bloquants"
"metipranolol"	"bêta-bloquants (sauf esmolol et sotalol)"
"metipranolol"	"bêta-bloquants (sauf esmolol)"
"metipranolol"	"bradycardisants"
"metipranolol"	"médicaments abaissant la pression artérielle"
"metoclopramide"	"médicaments abaissant la pression artérielle"
"metoclopramide"	"médicaments sédatifs"
"metoclopramide"	"neuroleptiques"
"metoclopramide"	"neuroleptiques antiémétiques"
"metopimazine"	"médicaments abaissant la pression artérielle"
"metopimazine"	"médicaments atropiniques"
"metopimazine"	"médicaments sédatifs"
"metopimazine"	"neuroleptiques"
"metopimazine"	"neuroleptiques antiémétiques"
"metopimazine"	"neuroleptiques phénothiaziniques"
"metoprolol"	"antihypertenseurs"
